SN,TEST_DATE,IMEI NUMBER,SFR_L,SFR_R,sample
61A3J024287,2019/3/21 21:07,351852100975431,473.3867,466.1333,158
61A3J024046,2019/3/21 21:08,351852100973022,532.2667,514.1333,158
61A3J024692,2019/3/21 21:08,351852100979482,419.2,387.4133,158
61A3J023414,2019/3/21 21:10,351852100966703,559.2941,532.2667,159
61A3J022947,2019/3/21 21:10,351852100962033,540.3733,542.2933,159
61A3J024412,2019/3/21 21:11,351852100976686,540.5867,516.2667,159
61A3J022569,2019/3/21 21:12,351852100958254,552.96,513.4933,159
61A3J022517,2019/3/21 21:12,351852100957736,661.12,539.3067,159
61A3J024317,2019/3/21 21:13,351852100975738,494.9333,482.1333,160
61A3J024511,2019/3/21 21:14,351852100977676,554.24,522.24,160
61A3J023559,2019/3/21 21:15,351852100968154,461.8667,485.5467,160
61A3J024409,2019/3/21 21:15,351852100976652,531.4133,514.7733,160
61A3J022599,2019/3/21 21:16,351852100958551,590.9333,533.12,160
61A3J022924,2019/3/21 21:17,351852100961803,538.88,533.5467,161
61A3J022516,2019/3/21 21:17,351852100957728,565.12,516.6933,161
61A3J023311,2019/3/21 21:18,351852100965671,540.5867,535.68,161
61A3J023175,2019/3/21 21:18,351852100964310,547.2,494.72,161
61A3J023718,2019/3/21 21:19,351852100969749,653.9806,512.64,161
61A3J024144,2019/3/21 21:20,351852100974004,622.2222,502.8267,162
61A3J024689,2019/3/21 21:20,351852100979458,568.32,538.6667,162
61A3J021363,2019/3/21 21:22,351852100946192,559.0336,552.6486,162
61A3J023684,2019/3/21 21:23,351852100969400,542.72,537.8133,162
61A3J024089,2019/3/21 21:23,351852100973451,576.64,540.2993,162
61A3J021477,2019/3/21 21:24,351852100947331,562.7733,528.64,163
61A3J022077,2019/3/21 21:24,351852100953339,592.8533,533.76,163
61A3J021950,2019/3/21 21:25,351852100952067,542.9333,476.8,163
61A3J022553,2019/3/21 21:26,351852100958098,578.56,517.76,163
61A3J022907,2019/3/21 21:26,351852100961639,528,521.1733,163
61A3J024410,2019/3/21 21:27,351852100976660,573.2267,570.5915,164
61A3J022945,2019/3/21 21:28,351852100962017,573.2713,513.7067,164
61A3J023177,2019/3/21 21:28,351852100964336,576.8533,547.4133,164
61A3J021263,2019/3/21 21:29,351852100945194,567.8933,515.84,164
61A3J022949,2019/3/21 21:30,351852100962058,614.1277,512.4267,164
61A3J024090,2019/3/21 21:31,351852100973469,583.3333,504.5333,165
61A3J023683,2019/3/21 21:31,351852100969392,555.7333,528.2133,165
61A3J023709,2019/3/21 21:32,351852100969657,499.2,491.52,165
61A3J022948,2019/3/21 21:33,351852100962041,527.5733,465.92,165
61A3J023846,2019/3/21 21:34,351852100971026,594.7733,535.04,165
61A3J021495,2019/3/21 21:34,351852100947513,569.8133,525.44,166
61A3J022080,2019/3/21 21:35,351852100953362,537.8133,508.5867,166
61A3J021493,2019/3/21 21:36,351852100947497,569.3793,458.6667,166
61A3J021921,2019/3/21 21:36,351852100951770,564.2667,487.8933,166
61A3J023767,2019/3/21 21:37,351852100970234,562.9867,479.1467,166
61A3J022910,2019/3/21 21:38,351852100961662,561.7067,531.2,167
61A3J021535,2019/3/21 21:38,351852100947919,571.52,506.24,167
61A3J023681,2019/3/21 21:39,351852100969376,538.0267,547.4133,167
61A3J022079,2019/3/21 21:40,351852100953354,484.48,469.5467,167
61A3J022822,2019/3/21 21:40,351852100960789,592,509.44,167
61A3J022195,2019/3/21 21:41,351852100954519,482.7733,535.8933,168
61A3J023845,2019/3/21 21:42,351852100971018,572.3733,548.6933,168
61A3J023354,2019/3/21 21:42,351852100966109,621.2414,503.8933,168
61A3J021479,2019/3/21 21:43,351852100947356,523.52,519.4667,168
61A3J023313,2019/3/21 21:44,351852100965697,662.8571,557.5302,168
61A3J024088,2019/3/21 21:44,351852100973444,561.92,542.9333,169
61A3J023719,2019/3/21 21:45,351852100969756,543.1172,447.5733,169
61A3J024085,2019/3/21 21:46,351852100973410,545.9459,529.92,169
61A3J021480,2019/3/21 21:47,351852100947364,570.5915,512,169
61A3J021538,2019/3/21 21:48,351852100947943,575.36,495.7867,169
61A3J022078,2019/3/21 21:48,351852100953347,550.1867,469.76,170
61A3J023789,2019/3/21 21:49,351852100970457,618.6667,527.36,170
61A3J021926,2019/3/21 21:50,351852100951820,510.2933,522.0267,170
61A3J024073,2019/3/21 21:50,351852100973295,516.9067,562.6846,170
61A3J023988,2019/3/21 21:52,351852100972446,536.5333,526.2933,170
61A3J022928,2019/3/21 21:52,351852100961845,483.84,469.12,171
61A3J021949,2019/3/21 21:53,351852100952059,619.4286,541.6533,171
61A3J021533,2019/3/21 21:54,351852100947893,523.52,499.2,171
61A3J023701,2019/3/21 21:54,351852100969574,554.6667,520.7273,171
61A3J023984,2019/3/21 21:55,351852100972404,552.7273,553.3867,171
61A3J023180,2019/3/21 21:56,351852100964369,583.2533,500.2667,172
61A3J021529,2019/3/21 21:56,351852100947851,591.8926,484.2667,172
61A3J022196,2019/3/21 21:57,351852100954527,550.6133,506.4533,172
61A3J023682,2019/3/21 21:58,351852100969384,553.5072,566.8267,172
61A3J022903,2019/3/21 21:58,351852100961597,590.303,530.1333,172
61A3J022500,2019/3/21 21:59,351852100957561,547.84,529.28,173
61A3J023997,2019/3/21 22:00,351852100972537,548.48,476.5867,173
61A3J023986,2019/3/21 22:01,351852100972420,578.7626,514.56,173
61A3J023310,2019/3/21 22:01,351852100965663,669.9187,538.88,173
61A3J022882,2019/3/21 22:02,351852100961381,538.0267,531.6267,173
61A3J023312,2019/3/21 22:03,351852100965689,565.3333,525.2267,174
61A3J022054,2019/3/21 22:04,351852100953107,561.28,491.0933,174
61A3J023990,2019/3/21 22:04,351852100972461,320.8533,548.48,174
61A3J022499,2019/3/21 22:05,351852100957553,498.3467,594.7733,174
61A3J022621,2019/3/21 22:06,351852100958775,582.7246,546.7733,174
61A3J023097,2019/3/21 22:07,351852100963536,527.36,485.5467,175
61A3J022989,2019/3/21 22:07,351852100962454,483.483,450.3467,175
61A3J022946,2019/3/21 22:08,351852100962025,541.6533,518.6133,175
61A3J024133,2019/3/21 22:09,351852100973899,555.1206,459.3067,175
61A3J023792,2019/3/21 22:09,351852100970481,544.4267,515.84,175
61A3J023307,2019/3/21 22:10,351852100965630,514.9867,547.84,176
61A3J023999,2019/3/21 22:11,351852100972552,530.1333,520.5333,176
61A3J022194,2019/3/21 22:11,351852100954501,613.7528,528.2133,176
61A3J022089,2019/3/21 22:12,351852100953453,558.5067,523.0933,176
61A3J024076,2019/3/21 22:13,351852100973329,558.5067,521.8133,176
61A3J021536,2019/3/21 22:13,351852100947927,596.6377,527.5733,177
61A3J023471,2019/3/21 22:14,351852100967271,561.7067,489.1733,177
61A3J022239,2019/3/21 22:15,351852100954956,538.24,527.5733,177
61A3J024094,2019/3/21 22:15,351852100973501,571.52,555.0933,177
61A3J021845,2019/3/21 22:16,351852100951010,577.4933,532.6933,177
61A3J023771,2019/3/21 22:17,351852100970275,625.2101,504.96,178
61A3J022157,2019/3/21 22:17,351852100954139,515.6267,437.76,178
61A3J023852,2019/3/21 22:18,351852100971083,552.2878,588.7568,178
61A3J022048,2019/3/21 22:18,351852100953040,560.64,493.8667,178
61A3J022145,2019/3/21 22:19,351852100954014,534.4,536.7467,178
61A3J022164,2019/3/21 22:20,351852100954204,543.3379,508.16,179
61A3J021857,2019/3/21 22:21,351852100951135,533.9733,562.3784,179
61A3J023911,2019/3/21 22:22,351852100971679,503.68,519.1351,179
61A3J023765,2019/3/21 22:23,351852100970218,549.76,524.2416,179
61A3J023772,2019/3/21 22:24,351852100970283,584.1569,545.0667,179
61A3J024116,2019/3/21 22:25,351852100973725,505.6,513.4933,180
61A3J021352,2019/3/21 22:25,351852100946085,528.4267,527.1467,180
61A3J021719,2019/3/21 22:26,351852100949758,630.9926,549.76,180
61A3J023485,2019/3/21 22:27,351852100967412,636.4835,495.7867,180
61A3J024136,2019/3/21 22:27,351852100973923,555.7333,549.3333,180
61A3J022518,2019/3/21 22:28,351852100957744,614.8315,521.3867,181
61A3J023989,2019/3/21 22:29,351852100972453,541.44,536.5333,181
61A3J021361,2019/3/21 22:29,351852100946176,535.04,502.6133,181
61A3J022005,2019/3/21 22:30,351852100952612,564.973,534.1867,181
61A3J023987,2019/3/21 22:31,351852100972438,541.6533,522.88,181
61A3J022042,2019/3/21 22:32,351852100952984,584.6486,539.9467,182
61A3J024566,2019/3/21 22:32,351852100978229,560.2133,490.0267,182
61A3J023205,2019/3/21 22:33,351852100964617,533.9733,530.9867,182
61A3J023495,2019/3/21 22:34,351852100967511,551.2533,469.5467,182
61A3J024449,2019/3/21 22:34,351852100977056,564.48,493.6533,182
61A3J021485,2019/3/21 22:35,351852100947414,505.1733,517.12,183
61A3J024070,2019/3/21 22:36,351852100973261,596.7448,503.8933,183
61A3J023322,2019/3/21 22:37,351852100965788,577.0667,469.3333,183
61A3J023497,2019/3/21 22:37,351852100967537,552.32,548.3836,183
61A3J022045,2019/3/21 22:38,351852100953016,594.2222,500.0533,183
61A3J023409,2019/3/21 22:38,351852100966653,526.72,513.92,184
61A3J023952,2019/3/21 22:39,351852100972081,543.1467,541.8667,184
61A3J022167,2019/3/21 22:40,351852100954238,551.68,533.5467,184
61A3J023321,2019/3/21 22:40,351852100965770,585.1733,546.1333,184
61A3J022905,2019/3/21 22:41,351852100961613,580.2667,498.56,184
61A3J023688,2019/3/21 22:42,351852100969442,580.0533,542.5067,185
61A3J024020,2019/3/21 22:43,351852100972768,499.84,489.6,185
61A3J021666,2019/3/21 22:43,351852100949220,556.8955,551.3846,185
61A3J023773,2019/3/21 22:44,351852100970291,570.88,443.3067,185
61A3J023441,2019/3/21 22:45,351852100966976,572.7752,549.9733,185
61A3J024592,2019/3/21 22:45,351852100978484,519.04,518.8725,186
61A3J023439,2019/3/21 22:46,351852100966950,530.9867,506.4533,186
61A3J023717,2019/3/21 22:47,351852100969731,573.44,509.0133,186
61A3J024330,2019/3/21 22:48,351852100975860,563.6267,553.1733,186
61A3J023992,2019/3/21 22:49,351852100972487,533.9733,480.64,186
61A3J022123,2019/3/21 22:49,351852100953792,523.9467,528.8533,187
61A3J023290,2019/3/21 22:50,351852100965465,544.4267,496.64,187
61A3J023971,2019/3/21 22:51,351852100972271,546.9867,544.4267,187
61A3J022261,2019/3/21 22:52,351852100955177,557.2267,470.6133,187
61A3J024300,2019/3/21 22:52,351852100975563,528,496.2133,187
61A3J023969,2019/3/21 22:53,351852100972255,528.8533,561.0667,188
61A3J023937,2019/3/21 22:54,351852100971935,510.9333,507.3067,188
61A3J023666,2019/3/21 22:54,351852100969228,528.64,564.6174,188
61A3J023991,2019/3/21 22:55,351852100972479,551.8933,496,188
61A3J021898,2019/3/21 22:56,351852100951549,569.8207,555.52,188
61A3J022266,2019/3/21 22:57,351852100955227,548.2667,514.3467,189
61A3J022063,2019/3/21 22:57,351852100953198,571.9467,548.9067,189
61A3J022824,2019/3/21 22:58,351852100960805,506.0267,488.32,189
61A3J024411,2019/3/21 22:58,351852100976678,571.9467,532.48,189
61A3J023912,2019/3/21 22:59,351852100971687,605.9574,539.3067,189
61A3J024309,2019/3/22 00:02,351852100975654,601.4915,552.5333,190
61A3J022829,2019/3/22 00:02,351852100960854,559.5733,510.9333,190
61A3J024022,2019/3/22 00:03,351852100972784,554.4296,492.5867,190
61A3J023768,2019/3/22 00:03,351852100970242,591.36,518.8267,190
61A3J023455,2019/3/22 00:04,351852100967115,485.12,484.2667,190
61A3J023460,2019/3/22 00:05,351852100967164,571.0933,557.9034,191
61A3J024671,2019/3/22 00:06,351852100979276,456.7467,480.4267,191
61A3J024102,2019/3/22 00:07,351852100973584,526.72,496.64,191
61A3J021870,2019/3/22 00:07,351852100951267,528.2133,442.0267,191
61A3J023314,2019/3/22 00:08,351852100965705,530.3467,503.68,191
61A3J024420,2019/3/22 00:08,351852100976769,557.8667,527.1467,192
61A3J023668,2019/3/22 00:09,351852100969244,535.4667,481.0667,192
61A3J023458,2019/3/22 00:10,351852100967149,548.48,542.08,192
61A3J024019,2019/3/22 00:10,351852100972750,548.6933,542.5067,192
61A3J022174,2019/3/22 00:11,351852100954303,525.0133,463.5733,192
61A3J022062,2019/3/22 00:12,351852100953180,553.1733,549.9733,193
61A3J024445,2019/3/22 00:12,351852100977015,571.1655,515.6267,193
61A3J023914,2019/3/22 00:13,351852100971703,465.0667,495.1467,193
61A3J023819,2019/3/22 00:13,351852100970754,577.6232,551.8933,193
61A3J024458,2019/3/22 00:14,351852100977148,550.6133,522.24,193
61A3J022106,2019/3/22 00:15,351852100953628,557.0133,522.88,194
61A3J022038,2019/3/22 00:16,351852100952943,526.5067,545.28,194
61A3J024448,2019/3/22 00:16,351852100977049,593.5043,523.7333,194
61A3J024297,2019/3/22 00:17,351852100975530,599.049,521.8133,194
61A3J024422,2019/3/22 00:18,351852100976785,529.92,491.7333,194
61A3J023426,2019/3/22 00:20,351852100966828,563.2,539.3067,195
61A3J021876,2019/3/22 00:21,351852100951325,547.84,499.4133,195
61A3J023671,2019/3/22 00:22,351852100969277,527.1467,549.76,195
61A3J023412,2019/3/22 00:23,351852100966687,546.9867,562.56,195
61A3J021437,2019/3/22 00:26,351852100946937,534.8267,512,195
61A3J022515,2019/3/22 00:27,351852100957710,609.4656,575.5616,196
61A3J021383,2019/3/22 00:28,351852100946390,553.3867,477.44,196
61A3J024047,2019/3/22 00:29,351852100973030,531.2,509.44,196
61A3J022040,2019/3/22 00:30,351852100952968,568.2685,505.6,196
61A3J022672,2019/3/22 00:30,351852100959286,548.6933,587.7333,196
61A3J024466,2019/3/22 00:32,351852100977221,545.7181,560.64,197
61A3J024048,2019/3/22 00:32,351852100973048,572.16,541.44,197
61A3J023324,2019/3/22 00:33,351852100965804,573.8667,546.56,197
61A3J023401,2019/3/22 00:34,351852100966570,549.3333,475.52,197
61A3J024633,2019/3/22 00:35,351852100978898,539.0933,538.0267,197
61A3J022073,2019/3/22 00:35,351852100953297,576.64,534.1867,198
61A3J021863,2019/3/22 00:36,351852100951192,505.6,539.7333,198
61A3J022177,2019/3/22 00:37,351852100954337,526.2933,536.5333,198
61A3J024312,2019/3/22 00:38,351852100975688,603.5349,518.6133,198
61A3J023881,2019/3/22 00:39,351852100971372,586.1926,538.6309,198
61A3J024025,2019/3/22 00:39,351852100972818,535.68,470.1867,199
61A3J021864,2019/3/22 00:40,351852100951200,583.68,516.48,199
61A3J023985,2019/3/22 00:41,351852100972412,567.8933,568.96,199
61A3J024099,2019/3/22 00:41,351852100973550,551.8933,544.6486,199
61A3J024582,2019/3/22 00:42,351852100978385,565.76,498.56,199
61A3J022670,2019/3/22 00:43,351852100959260,533.9733,495.7867,200
61A3J022105,2019/3/22 00:44,351852100953610,574.3768,508.16,200
61A3J022180,2019/3/22 00:45,351852100954360,515.6267,516.2667,200
61A3J022264,2019/3/22 00:45,351852100955201,601.1765,586.953,200
61A3J022143,2019/3/22 00:46,351852100953990,513.92,491.3067,200
61A3J021940,2019/3/22 00:47,351852100951960,563.6757,487.8933,201
61A3J024004,2019/3/22 00:48,351852100972602,509.44,520.4324,201
61A3J021865,2019/3/22 00:48,351852100951218,588.1379,496.64,201
61A3J021868,2019/3/22 00:49,351852100951242,597.5467,542.7114,201
61A3J024583,2019/3/22 00:50,351852100978393,536.1067,512.2133,201
61A3J023720,2019/3/22 00:50,351852100969764,573.8667,530.56,202
61A3J023483,2019/3/22 00:51,351852100967396,598.4733,518.8267,202
61A3J023948,2019/3/22 00:52,351852100972040,565.4101,507.0933,202
61A3J024534,2019/3/22 00:53,351852100977908,508.8,538.0267,202
61A3J024447,2019/3/22 00:53,351852100977031,547.2,512,202
61A3J023870,2019/3/22 00:54,351852100971265,574.5564,551.7838,203
61A3J024000,2019/3/22 00:55,351852100972560,564.0533,529.28,203
61A3J024611,2019/3/22 00:56,351852100978674,643.3846,541.6533,203
61A3J022108,2019/3/22 00:57,351852100953644,538.0267,508.3733,203
61A3J024001,2019/3/22 00:57,351852100972578,562.56,518.6133,203
61A3J021482,2019/3/22 00:58,351852100947380,590.6286,545.0884,204
61A3J023473,2019/3/22 00:59,351852100967297,572.1342,521.1733,204
61A3J023711,2019/3/22 00:59,351852100969673,513.92,522.24,204
61A3J023939,2019/3/22 01:00,351852100971950,608.9624,449.0667,204
61A3J023477,2019/3/22 01:01,351852100967339,546.56,554.3087,204
61A3J023996,2019/3/22 01:02,351852100972529,624.2254,504.1067,205
61A3J022069,2019/3/22 01:02,351852100953255,536.96,493.0133,205
61A3J023475,2019/3/22 01:03,351852100967313,511.36,538.6667,205
61A3J023488,2019/3/22 01:05,351852100967446,577.7067,539.0933,205
61A3J024032,2019/3/22 01:05,351852100972883,521.8133,512.8533,205
61A3J024581,2019/3/22 01:07,351852100978377,541.2267,490.88,206
61A3J024456,2019/3/22 01:08,351852100977122,543.36,468.6933,206
61A3J024002,2019/3/22 01:08,351852100972586,513.7067,489.1733,206
61A3J024533,2019/3/22 01:09,351852100977890,548.6933,543.5733,206
61A3J024333,2019/3/22 01:10,351852100975894,602.9932,504.96,206
61A3J022263,2019/3/22 01:10,351852100955193,528.4267,467.6267,207
61A3J024037,2019/3/22 01:11,351852100972933,543.36,525.0133,207
61A3J023983,2019/3/22 01:12,351852100972396,569.6,573.8667,207
61A3J022683,2019/3/22 01:12,351852100959393,565.12,520.7467,207
61A3J024463,2019/3/22 01:13,351852100977197,539.7333,526.08,207
61A3J021655,2019/3/22 01:14,351852100949113,553.6,565.12,208
61A3J024455,2019/3/22 01:14,351852100977114,561.0667,542.72,208
61A3J024087,2019/3/22 01:15,351852100973436,608.3596,524.8,208
61A3J024569,2019/3/22 01:16,351852100978252,555.3067,456.1067,208
61A3J023480,2019/3/22 01:17,351852100967362,554.4533,513.28,208
61A3J023710,2019/3/22 01:18,351852100969665,583.2533,579.84,209
61A3J021446,2019/3/22 01:19,351852100947026,546.56,554.6667,209
61A3J024042,2019/3/22 01:19,351852100972982,561.7778,555.0933,209
61A3J022821,2019/3/22 01:20,351852100960771,478.08,506.4533,209
61A3J024034,2019/3/22 01:21,351852100972909,499.6267,518.1867,209
61A3J022927,2019/3/22 01:21,351852100961837,549.76,528.4267,210
61A3J022668,2019/3/22 01:22,351852100959245,488.5333,481.0667,210
61A3J022220,2019/3/22 01:23,351852100954766,491.3067,544,210
61A3J022973,2019/3/22 01:24,351852100962298,585.8133,554.24,210
61A3J022953,2019/3/22 01:24,351852100962090,561.28,548.48,210
61A3J022979,2019/3/22 01:25,351852100962355,560,547.4133,211
61A3J022698,2019/3/22 01:26,351852100959542,532.0533,497.4933,211
61A3J024299,2019/3/22 01:27,351852100975555,580.973,542.08,211
61A3J024452,2019/3/22 01:28,351852100977080,564.48,428.16,211
61A3J021890,2019/3/22 01:29,351852100951465,558.2933,529.7067,211
61A3J022690,2019/3/22 01:29,351852100959468,540.8,500.48,212
61A3J022512,2019/3/22 01:30,351852100957686,459.7333,495.5733,212
61A3J022971,2019/3/22 01:31,351852100962272,570.88,560.8533,212
61A3J023044,2019/3/22 01:34,351852100963007,583.2828,514.9867,212
61A3J024039,2019/3/22 01:37,351852100972958,567.04,501.12,212
61A3J022958,2019/3/22 01:38,351852100962140,562.1622,514.7733,213
61A3J021867,2019/3/22 01:39,351852100951234,547.84,544.2133,213
61A3J021636,2019/3/22 01:40,351852100948925,538.24,515.4133,213
61A3J022458,2019/3/22 01:40,351852100957140,513.7067,494.5067,213
61A3J022977,2019/3/22 01:41,351852100962330,498.1333,516.2667,213
61A3J023008,2019/3/22 01:42,351852100962645,550.4,514.3467,214
61A3J024040,2019/3/22 01:43,351852100972966,535.4667,520.96,214
61A3J023478,2019/3/22 01:43,351852100967347,570.8169,577.4933,214
61A3J022966,2019/3/22 01:44,351852100962223,542.72,555.0933,214
61A3J024031,2019/3/22 01:45,351852100972875,565.3333,568.8163,214
61A3J022960,2019/3/22 01:45,351852100962165,572.16,564.2667,215
61A3J024003,2019/3/22 01:46,351852100972594,482.9867,518.1867,215
61A3J021948,2019/3/22 01:47,351852100952042,578.6122,515.84,215
61A3J022456,2019/3/22 01:47,351852100957124,605.6376,537.6,215
61A3J022457,2019/3/22 01:48,351852100957132,514.9867,573.8667,215
61A3J022455,2019/3/22 01:49,351852100957116,504.5333,507.9467,216
61A3J024536,2019/3/22 01:50,351852100977924,538.88,537.3867,216
61A3J022635,2019/3/22 01:50,351852100958916,584.7467,542.5067,216
61A3J022444,2019/3/22 01:51,351852100957009,557.8667,577.6991,216
61A3J022454,2019/3/22 01:52,351852100957108,571.562,518.6133,216
61A3J023848,2019/3/22 01:53,351852100971042,514.9867,497.0667,217
61A3J022986,2019/3/22 01:54,351852100962421,540.7123,535.04,217
61A3J022385,2019/3/22 01:55,351852100956415,619.6966,548.0533,217
61A3J024593,2019/3/22 01:56,351852100978492,536.7467,595.2,217
61A3J024584,2019/3/22 01:56,351852100978401,571.9467,501.76,217
61A3J024596,2019/3/22 01:57,351852100978526,516.9067,504.7467,218
61A3J021861,2019/3/22 01:58,351852100951176,489.6,458.24,218
61A3J022041,2019/3/22 01:58,351852100952976,576.2133,522.0267,218
61A3J023479,2019/3/22 01:59,351852100967354,544.4267,516.48,218
61A3J024311,2019/3/22 02:00,351852100975670,574.9333,575.3514,218
61A3J024595,2019/3/22 02:01,351852100978518,545.4933,545.9726,219
61A3J023940,2019/3/22 02:01,351852100971968,575.5733,556.5867,219
61A3J023482,2019/3/22 02:02,351852100967388,527.7867,506.88,219
61A3J021316,2019/3/22 02:03,351852100945723,515.4133,554.0267,219
61A3J021980,2019/3/22 02:04,351852100952364,671.1351,565.12,219
61A3J022288,2019/3/22 02:05,351852100955441,588.3077,531.4133,220
61A3J022334,2019/3/22 02:09,351852100955904,548.0533,485.3333,220
61A3J022331,2019/3/22 02:10,351852100955870,542.08,540.8,220
61A3J023130,2019/3/22 02:13,351852100963866,561.7067,541.0133,220
61A3J021347,2019/3/22 02:16,351852100946036,520.7467,477.6533,220
61A3J021313,2019/3/22 02:17,351852100945699,574.0408,533.12,221
61A3J022706,2019/3/22 02:17,351852100959625,567.1489,544.4267,221
61A3J021866,2019/3/22 02:19,351852100951226,541.2267,549.9733,221
61A3J022328,2019/3/22 02:19,351852100955847,587.0933,537.1275,221
61A3J022694,2019/3/22 02:20,351852100959500,539.52,504.32,221
61A3J022350,2019/3/22 02:21,351852100956068,560.5369,497.0667,222
61A3J022693,2019/3/22 02:21,351852100959492,569.3867,511.1467,222
61A3J023248,2019/3/22 02:22,351852100965044,509.44,507.52,222
61A3J022357,2019/3/22 02:23,351852100956134,551.4667,554.7383,222
61A3J021304,2019/3/22 02:24,351852100945608,515.4133,546.9867,222
61A3J022479,2019/3/22 02:24,351852100957355,554.4444,559.7867,223
61A3J022513,2019/3/22 02:25,351852100957694,598.5882,539.0933,223
61A3J023040,2019/3/22 02:26,351852100962967,508.3733,503.8933,223
61A3J023630,2019/3/22 02:26,351852100968865,571.52,555.9467,223
61A3J023038,2019/3/22 02:27,351852100962942,562.3467,555.52,223
61A3J023246,2019/3/22 02:28,351852100965028,533.5467,572.973,224
61A3J022733,2019/3/22 02:28,351852100959898,584.32,531.84,224
61A3J022988,2019/3/22 02:29,351852100962447,572.3733,525.2267,224
61A3J022732,2019/3/22 02:30,351852100959880,555.0933,506.0267,224
61A3J022332,2019/3/22 02:30,351852100955888,541.2267,525.2267,224
61A3J023179,2019/3/22 02:31,351852100964351,473.3867,478.9333,225
61A3J023243,2019/3/22 02:32,351852100964997,530.9867,568.1067,225
61A3J023020,2019/3/22 02:32,351852100962769,558.72,536.5333,225
61A3J022734,2019/3/22 02:33,351852100959906,552.7467,548.2667,225
61A3J022974,2019/3/22 02:34,351852100962306,579.84,538.5205,225
61A3J022978,2019/3/22 02:34,351852100962348,524.8,508.16,226
61A3J023037,2019/3/22 02:35,351852100962934,515.6267,517.12,226
61A3J021983,2019/3/22 02:36,351852100952398,602.4533,501.12,226
61A3J023132,2019/3/22 02:36,351852100963882,559.5733,529.1812,226
61A3J022983,2019/3/22 02:37,351852100962397,473.3867,483.6267,226
61A3J022705,2019/3/22 02:37,351852100959617,556.16,525.6533,227
61A3J022641,2019/3/22 02:38,351852100958973,504.7467,521.1733,227
61A3J024106,2019/3/22 02:39,351852100973626,581.1544,536.7467,227
61A3J021258,2019/3/22 02:40,351852100945145,501.12,458.24,227
61A3J023087,2019/3/22 02:40,351852100963437,581.1765,594.7733,227
61A3J023041,2019/3/22 02:41,351852100962975,552.5634,537.9048,228
61A3J021321,2019/3/22 02:41,351852100945772,568.32,531.2,228
61A3J024230,2019/3/22 02:42,351852100974863,568.7467,493.8667,228
61A3J023182,2019/3/22 02:43,351852100964385,549.6338,577.2973,228
61A3J021251,2019/3/22 02:43,351852100945079,571.4595,523.7333,228
61A3J023129,2019/3/22 02:44,351852100963858,576.4267,573.1701,229
61A3J022511,2019/3/22 02:45,351852100957678,575.2672,491.9467,229
61A3J021322,2019/3/22 02:45,351852100945780,604.7123,545.0667,229
61A3J021315,2019/3/22 02:46,351852100945715,526.5067,478.08,229
61A3J021314,2019/3/22 02:47,351852100945707,538.6667,521.8133,229
61A3J023184,2019/3/22 02:49,351852100964401,68.9067,64,230
61A3J021259,2019/3/22 02:50,351852100945152,579.2,554.4533,230
61A3J022107,2019/3/22 02:57,351852100953636,594.56,528.2133,230
61A3J023376,2019/3/22 02:59,351852100966323,587.102,528.4267,230
61A3J021910,2019/3/22 02:59,351852100951663,568.9263,558.5067,230
61A3J023779,2019/3/22 03:16,351852100970358,562.3467,532.0533,231
61A3J022731,2019/3/22 03:16,351852100959872,543.1467,527.36,231
61A3J023785,2019/3/22 03:17,351852100970416,580.2667,542.5067,231
61A3J023113,2019/3/22 03:17,351852100963692,521.0483,623.5152,231
61A3J023888,2019/3/22 03:18,351852100971448,541.0133,571.8919,231
61A3J021907,2019/3/22 03:18,351852100951630,533.3333,558.604,232
61A3J022984,2019/3/22 03:19,351852100962405,547.6267,555.0933,232
61A3J023076,2019/3/22 03:20,351852100963320,539.3067,538.4533,232
61A3J023747,2019/3/22 03:20,351852100970036,597.2603,494.2933,232
61A3J023058,2019/3/22 03:21,351852100963148,668.7103,512.64,232
61A3J023755,2019/3/22 03:21,351852100970119,522.4533,551.2533,233
61A3J022341,2019/3/22 03:22,351852100955979,567.04,505.3867,233
61A3J023015,2019/3/22 03:23,351852100962710,527.1467,514.9867,233
61A3J023778,2019/3/22 03:23,351852100970341,559.5733,530.1333,233
61A3J023060,2019/3/22 03:24,351852100963163,602.8531,544.4267,233
61A3J023102,2019/3/22 03:25,351852100963585,579.84,540.8,234
61A3J023887,2019/3/22 03:25,351852100971430,627.021,530.9867,234
61A3J023318,2019/3/22 03:26,351852100965747,597.9429,517.9733,234
61A3J022340,2019/3/22 03:26,351852100955961,597.9213,551.2533,234
61A3J023061,2019/3/22 03:27,351852100963171,518.8267,477.8667,234
61A3J022962,2019/3/22 03:28,351852100962181,593.4545,506.88,235
61A3J023756,2019/3/22 03:28,351852100970127,522.88,468.0533,235
61A3J024137,2019/3/22 03:29,351852100973931,551.2533,522.4533,235
61A3J023973,2019/3/22 03:30,351852100972297,565.8378,531.2,235
61A3J021253,2019/3/22 03:30,351852100945095,549.5467,525.8667,235
61A3J023074,2019/3/22 03:31,351852100963304,569.9048,529.28,236
61A3J022656,2019/3/22 03:32,351852100959120,561.7067,531.2,236
61A3J023691,2019/3/22 03:32,351852100969475,530.3467,470.8267,236
61A3J021323,2019/3/22 03:33,351852100945798,578.8889,531.84,236
61A3J023885,2019/3/22 03:34,351852100971414,550.4,570.24,236
61A3J021803,2019/3/22 03:35,351852100950590,519.8933,527.36,237
